date,tournament,tournament_level,surface,round,winner,loser,score,best_of,winner_rank,loser_rank,minutes,tour,aces,double_faults,first_serve_pct,first_serve_points_won,second_serve_points_won,break_points_saved,break_points_converted,total_points_won
20240520,Geneva,250,Clay,F,Casper Ruud,Tomas Machac,7-5 6-3,3,7.0,44.0,107.0,ATP,2.0,0.0,48.0,33.0,14.0,0.0,1.0,Unknown
20240520,Lyon,250,Clay,R32,Aleksandar Vukic,Mackenzie McDonald,6-2 6-2,3,93.0,74.0,75.0,ATP,8.0,0.0,25.0,21.0,11.0,2.0,3.0,Unknown
20240520,Lyon,250,Clay,R32,Alexandre Muller,Richard Gasquet,6-4 6-4,3,90.0,124.0,101.0,ATP,3.0,1.0,39.0,27.0,14.0,4.0,5.0,Unknown
20240520,Lyon,250,Clay,R32,Pavel Kotov,Pedro Cachin,6-1 6-4,3,57.0,106.0,69.0,ATP,6.0,1.0,24.0,22.0,10.0,0.0,0.0,Unknown
20240520,Lyon,250,Clay,R32,Hugo Gaston,Daniel Elahi Galan,7-6(2) 7-6(4),3,104.0,105.0,155.0,ATP,3.0,2.0,48.0,34.0,24.0,8.0,11.0,Unknown
20240520,Lyon,250,Clay,R32,Giovanni Mpetshi Perricard,Lorenzo Sonego,6-3 6-4,3,117.0,50.0,79.0,ATP,8.0,0.0,34.0,28.0,12.0,0.0,0.0,Unknown
20240520,Lyon,250,Clay,R32,Yoshihito Nishioka,Sebastian Fanselow,6-0 6-1,3,72.0,316.0,62.0,ATP,0.0,0.0,25.0,19.0,11.0,1.0,1.0,Unknown
20240520,Lyon,250,Clay,R32,Frances Tiafoe,Jaume Munar,7-6(5) 6-4,3,26.0,63.0,116.0,ATP,3.0,0.0,39.0,30.0,17.0,4.0,6.0,Unknown
20240520,Lyon,250,Clay,R32,Arthur Rinderknech,Daniel Evans,6-3 4-6 7-6(6),3,73.0,60.0,179.0,ATP,20.0,2.0,61.0,48.0,16.0,6.0,8.0,Unknown
20240520,Lyon,250,Clay,R32,Luciano Darderi,Taro Daniel,7-5 7-6(3),3,47.0,81.0,117.0,ATP,6.0,2.0,45.0,34.0,21.0,4.0,7.0,Unknown
20240520,Lyon,250,Clay,R32,Tomas Martin Etcheverry,Nikolas Sanchez Izquierdo,1-6 6-2 6-2,3,29.0,260.0,159.0,ATP,4.0,2.0,46.0,31.0,13.0,7.0,11.0,Unknown
20240520,Lyon,250,Clay,R32,Thiago Seyboth Wild,Pedro Martinez,6-4 6-1,3,58.0,49.0,78.0,ATP,6.0,2.0,26.0,19.0,13.0,1.0,3.0,Unknown
20240520,Lyon,250,Clay,R32,Dominik Koepfer,Javier Barranco Cosano,6-4 6-7(4) 6-4,3,67.0,254.0,154.0,ATP,3.0,3.0,57.0,43.0,25.0,3.0,4.0,Unknown
20240520,Lyon,250,Clay,R16,Alexander Bublik,Aleksandar Vukic,6-4 6-2,3,19.0,93.0,69.0,ATP,10.0,4.0,29.0,24.0,15.0,2.0,2.0,Unknown
20240520,Lyon,250,Clay,R16,Pavel Kotov,Alexandre Muller,7-6(8) 6-1,3,57.0,90.0,94.0,ATP,2.0,4.0,44.0,34.0,12.0,1.0,2.0,Unknown
20240520,Lyon,250,Clay,R16,Hugo Gaston,Francisco Cerundolo,6-2 2-6 6-3,3,104.0,23.0,97.0,ATP,2.0,1.0,48.0,30.0,14.0,2.0,5.0,Unknown
20240520,Lyon,250,Clay,R16,Giovanni Mpetshi Perricard,Yoshihito Nishioka,W/O,3,117.0,72.0,0.0,ATP,,,,,,,,Unknown
20240520,Lyon,250,Clay,R16,Arthur Rinderknech,Frances Tiafoe,7-6(7) 6-4,3,73.0,26.0,132.0,ATP,8.0,5.0,43.0,37.0,19.0,8.0,9.0,Unknown
20240520,Lyon,250,Clay,R16,Luciano Darderi,Adrian Mannarino,7-6(4) 6-3,3,47.0,22.0,120.0,ATP,3.0,0.0,53.0,40.0,8.0,2.0,4.0,Unknown
20240520,Lyon,250,Clay,R16,Tomas Martin Etcheverry,Thiago Seyboth Wild,7-5 3-0 RET,3,29.0,58.0,100.0,ATP,3.0,1.0,39.0,29.0,6.0,6.0,7.0,Unknown
20240520,Lyon,250,Clay,R16,Dominik Koepfer,Ugo Humbert,2-6 6-4 6-4,3,67.0,17.0,124.0,ATP,6.0,2.0,54.0,34.0,11.0,5.0,9.0,Unknown
20240520,Lyon,250,Clay,QF,Alexander Bublik,Pavel Kotov,6-7(4) 7-6(4) 6-3,3,19.0,57.0,191.0,ATP,11.0,8.0,87.0,60.0,23.0,13.0,17.0,Unknown
20240520,Lyon,250,Clay,QF,Giovanni Mpetshi Perricard,Hugo Gaston,6-4 4-6 6-3,3,117.0,104.0,118.0,ATP,13.0,6.0,59.0,43.0,17.0,7.0,10.0,Unknown
20240520,Lyon,250,Clay,QF,Luciano Darderi,Arthur Rinderknech,W/O,3,47.0,73.0,0.0,ATP,,,,,,,,Unknown
20240520,Lyon,250,Clay,QF,Tomas Martin Etcheverry,Dominik Koepfer,6-4 6-1,3,29.0,67.0,100.0,ATP,2.0,0.0,55.0,37.0,9.0,14.0,15.0,Unknown
20240520,Lyon,250,Clay,SF,Giovanni Mpetshi Perricard,Alexander Bublik,6-4 7-5,3,117.0,19.0,77.0,ATP,3.0,2.0,40.0,34.0,8.0,1.0,2.0,Unknown
20240520,Lyon,250,Clay,SF,Tomas Martin Etcheverry,Luciano Darderi,6-2 6-4,3,29.0,47.0,90.0,ATP,8.0,1.0,30.0,25.0,14.0,3.0,3.0,Unknown
20240520,Lyon,250,Clay,F,Giovanni Mpetshi Perricard,Tomas Martin Etcheverry,6-4 1-6 7-6(7),3,117.0,29.0,148.0,ATP,11.0,2.0,75.0,51.0,13.0,9.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R128,Brandon Nakashima,Nicolas Moreno De Alboran,6-1 6-7(6) 6-3 6-2,5,84.0,130.0,,ATP,13.0,1.0,71.0,61.0,24.0,2.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R128,Andrey Rublev,Taro Daniel,6-2 6-7(3) 6-3 7-5,5,6.0,80.0,,ATP,17.0,9.0,76.0,58.0,36.0,9.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R128,Pedro Martinez,Thiago Agustin Tirante,5-7 6-4 3-6 6-4 6-3,5,48.0,109.0,,ATP,7.0,5.0,106.0,83.0,13.0,5.0,8.0,Unknown
20240526,Roland Garros,G,Clay,R128,Lorenzo Sonego,Ugo Humbert,6-4 2-6 6-4 6-3,5,49.0,16.0,,ATP,8.0,4.0,74.0,56.0,17.0,4.0,6.0,Unknown
20240526,Roland Garros,G,Clay,R128,Zhizhen Zhang,Aleksandar Vukic,6-4 4-6 6-3 7-5,5,44.0,89.0,,ATP,18.0,2.0,69.0,57.0,25.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Jesper de Jong,Jack Draper,7-5 6-4 6-7(3) 3-6 6-3,5,176.0,39.0,,ATP,11.0,6.0,77.0,57.0,40.0,4.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R128,Hubert Hurkacz,Shintaro Mochizuki,4-6 6-3 3-6 6-0 6-3,5,8.0,162.0,,ATP,21.0,4.0,93.0,69.0,24.0,6.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R128,Grigor Dimitrov,Aleksandar Kovacevic,6-4 6-3 6-4,5,10.0,87.0,,ATP,8.0,2.0,46.0,38.0,17.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Maximilian Marterer,Jordan Thompson,6-3 6-2 6-0,5,101.0,36.0,,ATP,4.0,3.0,40.0,28.0,19.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Carlos Alcaraz,J.J. Wolf,6-1 6-2 6-1,5,3.0,107.0,,ATP,5.0,1.0,48.0,33.0,13.0,5.0,7.0,Unknown
20240526,Roland Garros,G,Clay,R128,Richard Gasquet,Borna Coric,7-6(5) 7-6(2) 6-4,5,124.0,73.0,,ATP,9.0,4.0,70.0,51.0,31.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alexandre Muller,Luca Nardi,6-4 6-1 6-3,5,90.0,72.0,,ATP,2.0,3.0,51.0,37.0,12.0,3.0,6.0,Unknown
20240526,Roland Garros,G,Clay,R128,Zizou Bergs,Alejandro Tabilo,3-6 7-6(5) 6-2 6-2,5,104.0,24.0,,ATP,15.0,7.0,100.0,60.0,19.0,9.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R128,Kei Nishikori,Gabriel Diallo,7-5 7-6(3) 3-6 1-6 7-5,5,350.0,166.0,,ATP,1.0,3.0,152.0,68.0,33.0,6.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R128,Fabian Marozsan,Mikhail Kukushkin,6-2 6-2 6-3,5,43.0,136.0,,ATP,9.0,2.0,49.0,38.0,11.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R128,Sebastian Korda,Harold Mayot,6-2 7-6(4) 6-4,5,28.0,122.0,,ATP,6.0,1.0,51.0,39.0,24.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Daniel Altmaier,Laslo Djere,7-5 6-4 6-7(6) 5-7 7-6(6),5,83.0,52.0,,ATP,11.0,7.0,122.0,89.0,32.0,10.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R128,Corentin Moutet,Nicolas Jarry,6-2 6-1 3-6 6-0,5,79.0,19.0,,ATP,4.0,1.0,64.0,49.0,16.0,4.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R128,Sebastian Ofner,Terence Atmane,3-6 4-6 7-6(2) 6-2 7-5,5,45.0,121.0,,ATP,11.0,6.0,87.0,63.0,35.0,8.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R128,Stan Wawrinka,Andy Murray,6-4 6-4 6-2,5,98.0,75.0,,ATP,3.0,2.0,48.0,38.0,23.0,2.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R128,Soonwoo Kwon,Emil Ruusuvuori,6-3 6-4 6-3,5,494.0,67.0,,ATP,2.0,3.0,52.0,36.0,21.0,2.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alexander Shevchenko,Aslan Karatsev,6-4 4-6 1-6 6-1 6-4,5,59.0,82.0,,ATP,13.0,4.0,89.0,54.0,34.0,14.0,22.0,Unknown
20240526,Roland Garros,G,Clay,R128,Jannik Sinner,Christopher Eubanks,6-3 6-3 6-4,5,2.0,46.0,,ATP,6.0,4.0,54.0,42.0,18.0,9.0,10.0,Unknown
20240526,Roland Garros,G,Clay,R128,Henri Squire,Max Purcell,6-2 6-2 3-6 4-6 7-6(10),5,221.0,94.0,,ATP,10.0,6.0,96.0,68.0,30.0,8.0,13.0,Unknown
20240526,Roland Garros,G,Clay,R128,Ben Shelton,Hugo Gaston,3-6 6-3 6-4 6-4,5,15.0,88.0,,ATP,8.0,4.0,79.0,55.0,17.0,5.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R128,Felix Auger-Aliassime,Yoshihito Nishioka,6-2 6-4 6-4,5,21.0,70.0,,ATP,7.0,2.0,45.0,38.0,20.0,0.0,0.0,Unknown
20240526,Roland Garros,G,Clay,R128,Sebastian Baez,Gustavo Heide,4-6 6-3 6-1 4-6 6-3,5,20.0,174.0,,ATP,5.0,1.0,124.0,78.0,20.0,10.0,16.0,Unknown
20240526,Roland Garros,G,Clay,R128,Matteo Arnaldi,Arthur Fils,6-3 4-6 6-4 6-2,5,35.0,38.0,,ATP,5.0,0.0,71.0,44.0,22.0,9.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R128,Stefanos Tsitsipas,Marton Fucsovics,7-6(7) 6-4 6-1,5,9.0,54.0,,ATP,3.0,2.0,56.0,47.0,15.0,4.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R128,Jozef Kovalik,Marcos Giron,7-6(3) 6-4 3-6 7-6(5),5,145.0,50.0,,ATP,4.0,6.0,87.0,62.0,29.0,10.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R128,Karen Khachanov,Sumit Nagal,6-2 6-0 7-6(5),5,18.0,95.0,,ATP,8.0,2.0,63.0,48.0,18.0,8.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alexander Zverev,Rafael Nadal,6-3 7-6(5) 6-3,5,4.0,275.0,,ATP,8.0,3.0,72.0,52.0,10.0,9.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R128,Pavel Kotov,Cameron Norrie,4-6 6-3 3-6 7-6(5) 6-2,5,56.0,33.0,,ATP,5.0,3.0,97.0,68.0,25.0,6.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R128,Francisco Cerundolo,Yannick Hanfmann,6-3 6-3 6-4,5,27.0,85.0,,ATP,7.0,2.0,56.0,41.0,13.0,0.0,1.0,Unknown
20240526,Roland Garros,G,Clay,R128,Filip Misolic,Otto Virtanen,4-6 4-6 6-3 6-4 6-2,5,243.0,156.0,,ATP,1.0,3.0,99.0,65.0,26.0,5.0,12.0,Unknown
20240526,Roland Garros,G,Clay,R128,Frances Tiafoe,Mattia Bellucci,6-3 3-6 6-7(6) 6-4 6-4,5,26.0,173.0,,ATP,14.0,2.0,82.0,63.0,41.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Lorenzo Musetti,Daniel Elahi Galan,6-3 6-3 7-5,5,30.0,106.0,,ATP,4.0,2.0,53.0,46.0,16.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Tommy Paul,Pedro Cachin,6-2 6-3 6-1,5,14.0,108.0,,ATP,4.0,2.0,37.0,29.0,17.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Denis Shapovalov,Luca Van Assche,6-3 6-4 6-4,5,118.0,103.0,,ATP,8.0,5.0,52.0,41.0,24.0,3.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Miomir Kecmanovic,Thiago Monteiro,6-2 6-1 4-6 7-5,5,57.0,86.0,,ATP,11.0,3.0,64.0,54.0,21.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R128,Dusan Lajovic,Roman Safiullin,4-6 7-5 6-4 6-7(6) 6-4,5,61.0,42.0,,ATP,3.0,2.0,117.0,72.0,35.0,14.0,22.0,Unknown
20240526,Roland Garros,G,Clay,R128,Gael Monfils,Thiago Seyboth Wild,6-2 3-6 6-3 6-4,5,37.0,58.0,,ATP,9.0,5.0,61.0,48.0,17.0,3.0,6.0,Unknown
20240526,Roland Garros,G,Clay,R128,Fabio Fognini,Botic van de Zandschulp,6-1 6-1 7-5,5,93.0,102.0,,ATP,1.0,5.0,50.0,37.0,18.0,5.0,7.0,Unknown
20240526,Roland Garros,G,Clay,R128,Daniil Medvedev,Dominik Koepfer,6-3 6-4 5-7 6-3,5,5.0,65.0,,ATP,1.0,3.0,73.0,56.0,15.0,0.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,Tomas Martin Etcheverry,Arthur Cazaux,3-6 6-2 6-1 6-4,5,29.0,77.0,,ATP,5.0,2.0,59.0,46.0,25.0,8.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R128,Casper Ruud,Felipe Meligeni Alves,6-3 6-4 6-3,5,7.0,137.0,,ATP,1.0,0.0,64.0,51.0,7.0,1.0,1.0,Unknown
20240526,Roland Garros,G,Clay,R128,Tomas Machac,Nuno Borges,7-6(3) 6-4 6-3,5,34.0,47.0,,ATP,1.0,6.0,60.0,47.0,15.0,1.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alejandro Davidovich Fokina,Valentin Vacherot,4-6 6-2 6-2 7-6(2),5,32.0,116.0,,ATP,7.0,2.0,88.0,59.0,26.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R128,Jaume Munar,Roberto Bautista Agut,6-1 4-6 6-4 6-1,5,64.0,81.0,,ATP,4.0,3.0,65.0,48.0,20.0,8.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alex de Minaur,Alex Michelsen,6-1 6-0 6-2,5,11.0,60.0,,ATP,2.0,4.0,32.0,24.0,20.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Mariano Navone,Pablo Carreno Busta,5-7 6-1 6-3 6-0,5,31.0,1049.0,,ATP,6.0,1.0,77.0,50.0,17.0,9.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R128,Arthur Rinderknech,Adam Walton,6-2 6-4 7-5,5,69.0,96.0,,ATP,10.0,3.0,61.0,49.0,15.0,3.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,Taylor Fritz,Federico Coria,2-6 6-1 6-2 6-1,5,12.0,71.0,,ATP,9.0,3.0,56.0,42.0,16.0,1.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,David Goffin,Giovanni Mpetshi Perricard,4-6 6-4 6-3 6-7(4) 6-3,5,115.0,66.0,,ATP,10.0,6.0,75.0,62.0,37.0,0.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Flavio Cobolli,Hamad Medjedovic,6-2 6-3 6-7(2) 6-3,5,53.0,135.0,,ATP,13.0,5.0,70.0,51.0,27.0,7.0,10.0,Unknown
20240526,Roland Garros,G,Clay,R128,Jan-Lennard Struff,Roman Andres Burruchaga,6-3 6-2 6-1,5,41.0,144.0,,ATP,9.0,2.0,38.0,31.0,20.0,1.0,1.0,Unknown
20240526,Roland Garros,G,Clay,R128,Holger Rune,Daniel Evans,6-4 6-4 6-4,5,13.0,62.0,,ATP,8.0,2.0,57.0,43.0,22.0,3.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R128,Giulio Zeppieri,Adrian Mannarino,4-6 6-2 6-1 6-2,5,148.0,22.0,,ATP,6.0,3.0,61.0,41.0,29.0,6.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R128,Luciano Darderi,Rinky Hijikata,6-3 7-6(6) 6-1,5,40.0,78.0,,ATP,10.0,3.0,57.0,44.0,23.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R128,Thanasi Kokkinakis,Alexei Popyrin,4-6 7-6(8) 6-3 5-7 6-3,5,100.0,51.0,,ATP,13.0,5.0,95.0,75.0,32.0,7.0,12.0,Unknown
20240526,Roland Garros,G,Clay,R128,Roberto Carballes Baena,Constant Lestienne,6-3 7-5 4-6 6-2,5,63.0,91.0,,ATP,2.0,2.0,78.0,50.0,22.0,5.0,10.0,Unknown
20240526,Roland Garros,G,Clay,R128,Tallon Griekspoor,Mackenzie McDonald,6-3 6-4 1-6 6-2,5,25.0,74.0,,ATP,9.0,7.0,61.0,35.0,26.0,8.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R128,Novak Djokovic,Pierre-Hugues Herbert,6-4 7-6(3) 6-4,5,1.0,142.0,,ATP,4.0,2.0,57.0,48.0,18.0,0.0,1.0,Unknown
20240526,Roland Garros,G,Clay,R128,Alexander Bublik,Gregoire Barrere,6-4 7-5 6-3,5,17.0,112.0,,ATP,11.0,12.0,63.0,43.0,25.0,9.0,13.0,Unknown
20240526,Roland Garros,G,Clay,R64,Stefanos Tsitsipas,Daniel Altmaier,6-3 6-2 6-7(2) 6-4,5,9.0,83.0,,ATP,7.0,3.0,85.0,54.0,29.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R64,Carlos Alcaraz,Jesper de Jong,6-3 6-4 2-6 6-2,5,3.0,176.0,,ATP,2.0,2.0,78.0,50.0,17.0,7.0,12.0,Unknown
20240526,Roland Garros,G,Clay,R64,Andrey Rublev,Pedro Martinez,6-3 6-4 6-3,5,6.0,48.0,,ATP,10.0,2.0,54.0,43.0,19.0,1.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R64,Pavel Kotov,Stan Wawrinka,7-6(5) 6-4 1-6 7-6(5),5,56.0,98.0,,ATP,6.0,2.0,89.0,59.0,26.0,9.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R64,Jannik Sinner,Richard Gasquet,6-4 6-2 6-4,5,2.0,124.0,,ATP,8.0,3.0,58.0,46.0,9.0,1.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R64,Matteo Arnaldi,Alexandre Muller,6-4 6-1 6-3,5,35.0,90.0,,ATP,11.0,3.0,65.0,45.0,23.0,18.0,21.0,Unknown
20240526,Roland Garros,G,Clay,R64,Sebastian Korda,Soonwoo Kwon,6-4 6-4 1-6 6-3,5,28.0,494.0,,ATP,13.0,5.0,79.0,51.0,17.0,6.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R64,Denis Shapovalov,Frances Tiafoe,6-7(4) 6-4 6-2 6-4,5,118.0,26.0,,ATP,21.0,10.0,97.0,62.0,32.0,19.0,20.0,Unknown
20240526,Roland Garros,G,Clay,R64,Sebastian Ofner,Sebastian Baez,3-6 3-6 6-4 7-5 7-6(5),5,45.0,20.0,,ATP,6.0,2.0,115.0,71.0,43.0,12.0,19.0,Unknown
20240526,Roland Garros,G,Clay,R64,Zizou Bergs,Maximilian Marterer,3-6 6-3 6-1 6-3,5,104.0,101.0,,ATP,8.0,3.0,57.0,48.0,17.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R64,Hubert Hurkacz,Brandon Nakashima,6-7(2) 6-1 6-3 7-6(5),5,8.0,84.0,,ATP,16.0,2.0,81.0,67.0,26.0,8.0,8.0,Unknown
20240526,Roland Garros,G,Clay,R64,Grigor Dimitrov,Fabian Marozsan,6-0 6-3 6-4,5,10.0,43.0,,ATP,7.0,2.0,38.0,34.0,17.0,1.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R64,Daniil Medvedev,Miomir Kecmanovic,6-1 5-0 RET,5,5.0,57.0,,ATP,6.0,1.0,27.0,23.0,1.0,0.0,0.0,Unknown
20240526,Roland Garros,G,Clay,R64,Felix Auger-Aliassime,Henri Squire,6-4 4-6 6-3 6-2,5,21.0,221.0,,ATP,12.0,4.0,62.0,49.0,24.0,5.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R64,Tallon Griekspoor,Luciano Darderi,7-6(2) 6-3 6-3,5,25.0,40.0,,ATP,15.0,5.0,59.0,42.0,25.0,4.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R64,Zhizhen Zhang,Lorenzo Sonego,7-5 3-6 6-1 6-4,5,44.0,49.0,,ATP,17.0,2.0,75.0,60.0,24.0,5.0,8.0,Unknown
20240526,Roland Garros,G,Clay,R64,Alexander Zverev,David Goffin,7-6(4) 6-2 6-2,5,4.0,115.0,,ATP,8.0,3.0,59.0,46.0,15.0,2.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R64,Novak Djokovic,Roberto Carballes Baena,6-4 6-1 6-2,5,1.0,63.0,,ATP,5.0,1.0,46.0,33.0,16.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R64,Corentin Moutet,Alexander Shevchenko,6-4 6-2 0-6 6-3,5,79.0,59.0,,ATP,0.0,0.0,66.0,42.0,21.0,6.0,11.0,Unknown
20240526,Roland Garros,G,Clay,R64,Alex de Minaur,Jaume Munar,7-5 6-1 6-4,5,11.0,64.0,,ATP,1.0,3.0,54.0,30.0,25.0,2.0,4.0,Unknown
20240526,Roland Garros,G,Clay,R64,Ben Shelton,Kei Nishikori,7-6(7) 6-4,5,15.0,350.0,,ATP,9.0,5.0,50.0,39.0,12.0,2.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R64,Tommy Paul,Fabio Fognini,6-1 6-0 6-2,5,14.0,93.0,,ATP,7.0,0.0,31.0,24.0,22.0,0.0,0.0,Unknown
20240526,Roland Garros,G,Clay,R64,Holger Rune,Flavio Cobolli,6-4 6-3 3-6 3-6 7-6(7),5,13.0,53.0,,ATP,3.0,7.0,79.0,58.0,42.0,6.0,10.0,Unknown
20240526,Roland Garros,G,Clay,R64,Tomas Machac,Mariano Navone,6-2 6-1 3-6 1-6 6-1,5,34.0,31.0,,ATP,2.0,5.0,122.0,52.0,21.0,7.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R64,Thanasi Kokkinakis,Giulio Zeppieri,1-6 4-6 6-3 7-6(5) 6-2,5,100.0,148.0,,ATP,9.0,4.0,80.0,59.0,30.0,5.0,9.0,Unknown
20240526,Roland Garros,G,Clay,R64,Jozef Kovalik,Karen Khachanov,4-6 4-6 6-4 6-3 6-4,5,145.0,18.0,,ATP,9.0,3.0,98.0,60.0,42.0,13.0,18.0,Unknown
20240526,Roland Garros,G,Clay,R64,Jan-Lennard Struff,Alexander Bublik,6-2 6-2 6-3,5,41.0,17.0,,ATP,8.0,3.0,43.0,38.0,14.0,1.0,2.0,Unknown
20240526,Roland Garros,G,Clay,R64,Francisco Cerundolo,Filip Misolic,6-2 7-6(2) 6-0,5,27.0,243.0,,ATP,4.0,2.0,41.0,33.0,20.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R64,Casper Ruud,Alejandro Davidovich Fokina,7-6(5) 1-6 6-3 4-6 6-3,5,7.0,32.0,,ATP,11.0,3.0,97.0,67.0,23.0,9.0,14.0,Unknown
20240526,Roland Garros,G,Clay,R64,Taylor Fritz,Dusan Lajovic,6-3 3-6 6-3 6-4,5,12.0,61.0,,ATP,15.0,2.0,73.0,57.0,20.0,4.0,6.0,Unknown
20240526,Roland Garros,G,Clay,R64,Lorenzo Musetti,Gael Monfils,7-5 6-1 6-4,5,30.0,37.0,,ATP,2.0,1.0,62.0,46.0,18.0,3.0,5.0,Unknown
20240526,Roland Garros,G,Clay,R64,Tomas Martin Etcheverry,Arthur Rinderknech,3-6 6-7(8) 6-1 5-0 RET,5,29.0,69.0,,ATP,7.0,2.0,68.0,53.0,23.0,5.0,6.0,Unknown
20240526,Roland Garros,G,Clay,R32,Matteo Arnaldi,Andrey Rublev,7-6(6) 6-2 6-4,5,35.0,6.0,,ATP,13.0,1.0,59.0,44.0,20.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R32,Jannik Sinner,Pavel Kotov,6-4 6-4 6-4,5,2.0,56.0,,ATP,4.0,1.0,52.0,41.0,21.0,1.0,1.0,Unknown
20240526,Roland Garros,G,Clay,R32,Stefanos Tsitsipas,Zhizhen Zhang,6-3 6-3 6-1,5,9.0,44.0,,ATP,4.0,0.0,46.0,38.0,14.0,0.0,0.0,Unknown
20240526,Roland Garros,G,Clay,R32,Corentin Moutet,Sebastian Ofner,3-6 6-4 6-4 6-1,5,79.0,45.0,,ATP,5.0,0.0,79.0,53.0,16.0,8.0,13.0,Unknown
20240526,Roland Garros,G,Clay,R32,Carlos Alcaraz,Sebastian Korda,6-4 7-6(5) 6-3,5,3.0,28.0,,ATP,3.0,0.0,70.0,51.0,13.0,1.0,3.0,Unknown
20240526,Roland Garros,G,Clay,R32,Alex de Minaur,Jan-Lennard Struff,4-6 6-4 6-3 6-3,5,11.0,41.0,,ATP,5.0,3.0,84.0,55.0,29.0,11.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R32,Felix Auger-Aliassime,Ben Shelton,6-4 6-2 6-1,5,21.0,15.0,,ATP,2.0,4.0,37.0,32.0,17.0,0.0,0.0,Unknown
20240526,Roland Garros,G,Clay,R32,Daniil Medvedev,Tomas Machac,7-6(4) 7-5 1-6 6-4,5,5.0,34.0,,ATP,14.0,9.0,93.0,61.0,28.0,10.0,15.0,Unknown
20240526,Roland Garros,G,Clay,R32,Alexander Zverev,Tallon Griekspoor,3-6 6-4 6-2 4-6 7-6(3),5,4.0,25.0,,ATP,11.0,5.0,115.0,80.0,21.0,6.0,10.0,Unknown
20240526,Roland Garros,G,Clay,R32,Hubert Hurkacz,Denis Shapovalov,6-3 7-6(0) 4-6 6-1,5,8.0,118.0,,ATP,9.0,2.0,80.0,63.0,19.0,3.0,5.0,Unknown
